zip,city,state,country,latitude,longitude
23290,Mayar,PK,PK,34.16400,72.08430
23300,Toru,PK,PK,34.14450,72.09480
23310,Garhi Kapura,PK,PK,34.19860,72.16420
23320,Yar Hussain,PK,PK,34.17280,72.27280
23340,Dogai,PK,PK,34.84280,71.95530
23350,Gujrat,PK,PK,32.57420,74.07542
23370,Rustam,PK,PK,27.96705,68.80386
23380,Palo Dheri,PK,PK,34.17520,71.69770
23400,Ismaila,PK,PK,34.22150,72.24220
23410,Kalu Khan,PK,PK,34.21230,72.29620
23420,Nawan Killi,PK,PK,34.37800,71.58860
23424,Shewa,PK,PK,34.71750,72.05620
23430,Sawabi,PK,PK,34.13130,72.85700
23450,Maini,PK,PK,34.11760,72.60850
23460,Topi,PK,PK,34.07034,72.62147
23480,Gandaf,PK,PK,34.12090,72.68760
23500,Kotha,PK,PK,34.06780,72.58380
23510,Zarobi,PK,PK,34.03260,72.56530
23520,Kalabat,PK,PK,34.07440,72.55060
23530,Marghuz,PK,PK,34.06950,72.53240
23540,Zaida,PK,PK,34.05950,72.46690
23560,Khunda,PK,PK,34.05000,72.43080
23580,Jalsai,PK,PK,34.04730,72.33120
23600,Jalbai,PK,PK,34.01350,72.26560
23610,Tordher,PK,PK,33.99047,72.28630
23630,Panjpir,PK,PK,34.08840,72.48080
24030,Shaidu,PK,PK,33.97690,72.18170
24040,Akora Khattak,PK,PK,34.00337,72.12561
24044,Zara Miana,PK,PK,34.02150,72.07830
24060,Misri Banda,PK,PK,34.01340,72.12350
24130,Ziarat Kaka Sahib,PK,PK,33.92510,72.03570
24140,Manki Sharif,PK,PK,33.94120,71.97470
24182,Aza Khel Payan,PK,PK,33.98970,71.88310
24190,Aza Khel Bala,PK,PK,33.99610,71.85720
24210,Pabbi,PK,PK,34.00968,71.79445
24220,Pabbi,PK,PK,34.00968,71.79445
24240,Jallozai,PK,PK,33.91170,71.81820
24250,Spin Khak,PK,PK,33.86540,71.76740
24270,Saleh Khana,PK,PK,33.84360,71.87010
24280,Cherat,PK,PK,33.82340,71.89290
24300,Urmar Payan,PK,PK,33.96100,71.72960
24350,Chamkani,PK,PK,34.00660,71.64920
24360,Musa Zai,PK,PK,33.97290,71.60780
24370,Pakha Ghulam,PK,PK,34.03840,71.60850
24420,Charsadda,PK,PK,34.14822,71.74060
24470,Sheikhabad,PK,PK,34.00650,71.58660
24480,Rajjar,PK,PK,34.16940,71.75420
24500,Utmanzai,PK,PK,34.18775,71.76274
24502,Amirabad,PK,PK,34.22910,71.57400
24504,Mandori,PK,PK,32.93930,70.64560
24510,Umarzai,PK,PK,34.23720,71.72400
24520,Hari Chand,PK,PK,34.38490,71.80570
24530,Sherpao,PK,PK,34.26280,71.69750
24540,Tangi,PK,PK,34.30090,71.65238
24550,Abazai,PK,PK,34.31930,71.59260
24610,Amba Dher,PK,PK,34.18770,71.66090
24620,Kangra,PK,PK,34.20070,71.60310
24630,Shabqadar,PK,PK,34.21599,71.55480
24640,Matta Mughal Khel,PK,PK,34.27960,71.56600
24700,Nasir Bagh,PK,PK,34.04060,71.43260
24710,Regi,PK,PK,34.05030,71.46120
24720,Peshawar,PK,PK,34.00800,71.57849
24730,Jamrud,PK,PK,34.00152,71.38007
24740,Landi Kotal,PK,PK,34.09880,71.14110
24800,Bara Fort,PK,PK,33.90860,71.47210
24840,Badbher,PK,PK,33.92320,71.56080
24850,Mathani,PK,PK,29.17490,71.02520
25000,Peshawar,PK,PK,34.00800,71.57849
25110,Peshawar,PK,PK,34.00800,71.57849
